"DEMFAM001","CO00SCR001","OPERACIÓN",0,"FLAG","co.com.experian.omnia.motorcrts.core.funciones.Flag"
"ENDFAM003","CO01END042HP","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END042HP","ESTADO",2,"*","*"
"ENDFAM003","CO01END042HP","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM003","CO01END042HP","SALDO",4,"*","*"
"ENDFAM003","CO01END042HP","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END042HP","CUOTA",6,"*","*"
"ENDFAM003","CO01END042HP","CUPO",7,"*","*"
"ENDFAM003","CO01END042HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM003","CO01END042HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END042HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END042IN","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END042IN","ESTADO",2,"*","*"
"ENDFAM003","CO01END042IN","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM003","CO01END042IN","SALDO",4,"*","*"
"ENDFAM003","CO01END042IN","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END042IN","CUOTA",6,"*","*"
"ENDFAM003","CO01END042IN","CUPO",7,"*","*"
"ENDFAM003","CO01END042IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM003","CO01END042IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END042IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END042OT","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END042OT","ESTADO",2,"*","*"
"ENDFAM003","CO01END042OT","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM003","CO01END042OT","SALDO",4,"*","*"
"ENDFAM003","CO01END042OT","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END042OT","CUOTA",6,"*","*"
"ENDFAM003","CO01END042OT","CUPO",7,"*","*"
"ENDFAM003","CO01END042OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM003","CO01END042OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END042OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END042RO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END042RO","ESTADO",2,"*","*"
"ENDFAM003","CO01END042RO","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM003","CO01END042RO","SALDO",4,"*","*"
"ENDFAM003","CO01END042RO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END042RO","CUOTA",6,"*","*"
"ENDFAM003","CO01END042RO","CUPO",7,"*","*"
"ENDFAM003","CO01END042RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM003","CO01END042RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END042RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END042VE","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END042VE","ESTADO",2,"*","*"
"ENDFAM003","CO01END042VE","VENTANA",3,"HACE 6 MESES","=6"
"ENDFAM003","CO01END042VE","SALDO",4,"*","*"
"ENDFAM003","CO01END042VE","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END042VE","CUOTA",6,"*","*"
"ENDFAM003","CO01END042VE","CUPO",7,"*","*"
"ENDFAM003","CO01END042VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM003","CO01END042VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END042VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END051CO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END051CO","ESTADO",2,"*","*"
"ENDFAM003","CO01END051CO","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END051CO","SALDO",4,"*","*"
"ENDFAM003","CO01END051CO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END051CO","CUOTA",6,"*","*"
"ENDFAM003","CO01END051CO","CUPO",7,"*","*"
"ENDFAM003","CO01END051CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM003","CO01END051CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END051CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END051HP","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END051HP","ESTADO",2,"*","*"
"ENDFAM003","CO01END051HP","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END051HP","SALDO",4,"*","*"
"ENDFAM003","CO01END051HP","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END051HP","CUOTA",6,"*","*"
"ENDFAM003","CO01END051HP","CUPO",7,"*","*"
"ENDFAM003","CO01END051HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM003","CO01END051HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END051HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END051IN","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END051IN","ESTADO",2,"*","*"
"ENDFAM003","CO01END051IN","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END051IN","SALDO",4,"*","*"
"ENDFAM003","CO01END051IN","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END051IN","CUOTA",6,"*","*"
"ENDFAM003","CO01END051IN","CUPO",7,"*","*"
"ENDFAM003","CO01END051IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM003","CO01END051IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END051IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END051OT","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END051OT","ESTADO",2,"*","*"
"ENDFAM003","CO01END051OT","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END051OT","SALDO",4,"*","*"
"ENDFAM003","CO01END051OT","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END051OT","CUOTA",6,"*","*"
"ENDFAM003","CO01END051OT","CUPO",7,"*","*"
"ENDFAM003","CO01END051OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM003","CO01END051OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END051OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END051RO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END051RO","ESTADO",2,"*","*"
"ENDFAM003","CO01END051RO","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END051RO","SALDO",4,"*","*"
"ENDFAM003","CO01END051RO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END051RO","CUOTA",6,"*","*"
"ENDFAM003","CO01END051RO","CUPO",7,"*","*"
"ENDFAM003","CO01END051RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM003","CO01END051RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END051RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END051VE","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END051VE","ESTADO",2,"*","*"
"ENDFAM003","CO01END051VE","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END051VE","SALDO",4,"*","*"
"ENDFAM003","CO01END051VE","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END051VE","CUOTA",6,"*","*"
"ENDFAM003","CO01END051VE","CUPO",7,"*","*"
"ENDFAM003","CO01END051VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM003","CO01END051VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END051VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END052CO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END052CO","ESTADO",2,"*","*"
"ENDFAM003","CO01END052CO","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END052CO","SALDO",4,"*","*"
"ENDFAM003","CO01END052CO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END052CO","CUOTA",6,"*","*"
"ENDFAM003","CO01END052CO","CUPO",7,"*","*"
"ENDFAM003","CO01END052CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM003","CO01END052CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END052CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END052HP","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END052HP","ESTADO",2,"*","*"
"ENDFAM003","CO01END052HP","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END052HP","SALDO",4,"*","*"
"ENDFAM003","CO01END052HP","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END052HP","CUOTA",6,"*","*"
"ENDFAM003","CO01END052HP","CUPO",7,"*","*"
"ENDFAM003","CO01END052HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM003","CO01END052HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END052HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END052IN","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END052IN","ESTADO",2,"*","*"
"ENDFAM003","CO01END052IN","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END052IN","SALDO",4,"*","*"
"ENDFAM003","CO01END052IN","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END052IN","CUOTA",6,"*","*"
"ENDFAM003","CO01END052IN","CUPO",7,"*","*"
"ENDFAM003","CO01END052IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM003","CO01END052IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END052IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END052OT","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END052OT","ESTADO",2,"*","*"
"ENDFAM003","CO01END052OT","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END052OT","SALDO",4,"*","*"
"ENDFAM003","CO01END052OT","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END052OT","CUOTA",6,"*","*"
"ENDFAM003","CO01END052OT","CUPO",7,"*","*"
"ENDFAM003","CO01END052OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM003","CO01END052OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END052OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END052RO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END052RO","ESTADO",2,"*","*"
"ENDFAM003","CO01END052RO","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END052RO","SALDO",4,"*","*"
"ENDFAM003","CO01END052RO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END052RO","CUOTA",6,"*","*"
"ENDFAM003","CO01END052RO","CUPO",7,"*","*"
"ENDFAM003","CO01END052RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM003","CO01END052RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END052RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END052VE","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END052VE","ESTADO",2,"*","*"
"ENDFAM003","CO01END052VE","VENTANA",3,"HACE 9 MESES","=9"
"ENDFAM003","CO01END052VE","SALDO",4,"*","*"
"ENDFAM003","CO01END052VE","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END052VE","CUOTA",6,"*","*"
"ENDFAM003","CO01END052VE","CUPO",7,"*","*"
"ENDFAM003","CO01END052VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM003","CO01END052VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END052VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END061CO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END061CO","ESTADO",2,"*","*"
"ENDFAM003","CO01END061CO","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END061CO","SALDO",4,"*","*"
"ENDFAM003","CO01END061CO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END061CO","CUOTA",6,"*","*"
"ENDFAM003","CO01END061CO","CUPO",7,"*","*"
"ENDFAM003","CO01END061CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM003","CO01END061CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END061CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END061HP","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END061HP","ESTADO",2,"*","*"
"ENDFAM003","CO01END061HP","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END061HP","SALDO",4,"*","*"
"ENDFAM003","CO01END061HP","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END061HP","CUOTA",6,"*","*"
"ENDFAM003","CO01END061HP","CUPO",7,"*","*"
"ENDFAM003","CO01END061HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM003","CO01END061HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END061HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END061IN","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END061IN","ESTADO",2,"*","*"
"ENDFAM003","CO01END061IN","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END061IN","SALDO",4,"*","*"
"ENDFAM003","CO01END061IN","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END061IN","CUOTA",6,"*","*"
"ENDFAM003","CO01END061IN","CUPO",7,"*","*"
"ENDFAM003","CO01END061IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM003","CO01END061IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END061IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END061OT","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END061OT","ESTADO",2,"*","*"
"ENDFAM003","CO01END061OT","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END061OT","SALDO",4,"*","*"
"ENDFAM003","CO01END061OT","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END061OT","CUOTA",6,"*","*"
"ENDFAM003","CO01END061OT","CUPO",7,"*","*"
"ENDFAM003","CO01END061OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM003","CO01END061OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END061OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END061RO","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END061RO","ESTADO",2,"*","*"
"ENDFAM003","CO01END061RO","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END061RO","SALDO",4,"*","*"
"ENDFAM003","CO01END061RO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END061RO","CUOTA",6,"*","*"
"ENDFAM003","CO01END061RO","CUPO",7,"*","*"
"ENDFAM003","CO01END061RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM003","CO01END061RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END061RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END061VE","OPERACIÓN",1,"SUMA","co.com.experian.omnia.motorcrts.core.funciones.Suma"
"ENDFAM003","CO01END061VE","ESTADO",2,"*","*"
"ENDFAM003","CO01END061VE","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END061VE","SALDO",4,"*","*"
"ENDFAM003","CO01END061VE","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END061VE","CUOTA",6,"*","*"
"ENDFAM003","CO01END061VE","CUPO",7,"*","*"
"ENDFAM003","CO01END061VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM003","CO01END061VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END061VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END062CO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END062CO","ESTADO",2,"*","*"
"ENDFAM003","CO01END062CO","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END062CO","SALDO",4,"*","*"
"ENDFAM003","CO01END062CO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END062CO","CUOTA",6,"*","*"
"ENDFAM003","CO01END062CO","CUPO",7,"*","*"
"ENDFAM003","CO01END062CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM003","CO01END062CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END062CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END062HP","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END062HP","ESTADO",2,"*","*"
"ENDFAM003","CO01END062HP","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END062HP","SALDO",4,"*","*"
"ENDFAM003","CO01END062HP","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END062HP","CUOTA",6,"*","*"
"ENDFAM003","CO01END062HP","CUPO",7,"*","*"
"ENDFAM003","CO01END062HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM003","CO01END062HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END062HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END062IN","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END062IN","ESTADO",2,"*","*"
"ENDFAM003","CO01END062IN","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END062IN","SALDO",4,"*","*"
"ENDFAM003","CO01END062IN","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END062IN","CUOTA",6,"*","*"
"ENDFAM003","CO01END062IN","CUPO",7,"*","*"
"ENDFAM003","CO01END062IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM003","CO01END062IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END062IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END062OT","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END062OT","ESTADO",2,"*","*"
"ENDFAM003","CO01END062OT","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END062OT","SALDO",4,"*","*"
"ENDFAM003","CO01END062OT","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END062OT","CUOTA",6,"*","*"
"ENDFAM003","CO01END062OT","CUPO",7,"*","*"
"ENDFAM003","CO01END062OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM003","CO01END062OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END062OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END062RO","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END062RO","ESTADO",2,"*","*"
"ENDFAM003","CO01END062RO","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END062RO","SALDO",4,"*","*"
"ENDFAM003","CO01END062RO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END062RO","CUOTA",6,"*","*"
"ENDFAM003","CO01END062RO","CUPO",7,"*","*"
"ENDFAM003","CO01END062RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM003","CO01END062RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END062RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END062VE","OPERACIÓN",1,"PROMEDIO","co.com.experian.omnia.motorcrts.core.funciones.Promedio"
"ENDFAM003","CO01END062VE","ESTADO",2,"*","*"
"ENDFAM003","CO01END062VE","VENTANA",3,"HACE 12 MESES","=12"
"ENDFAM003","CO01END062VE","SALDO",4,"*","*"
"ENDFAM003","CO01END062VE","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END062VE","CUOTA",6,"*","*"
"ENDFAM003","CO01END062VE","CUPO",7,"*","*"
"ENDFAM003","CO01END062VE","PORTAFOLIO",8,"VEHICULOS (VE)","VE"
"ENDFAM003","CO01END062VE","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END062VE","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END090CO","OPERACIÓN",1,"COEFICIENTE DE VARIACIÓN","co.com.experian.omnia.motorcrts.core.funciones.CoeficienteVariacion"
"ENDFAM003","CO01END090CO","ESTADO",2,"ABIERTA","Abierta"
"ENDFAM003","CO01END090CO","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM003","CO01END090CO","SALDO",4,"*","*"
"ENDFAM003","CO01END090CO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END090CO","CUOTA",6,"*","*"
"ENDFAM003","CO01END090CO","CUPO",7,"*","*"
"ENDFAM003","CO01END090CO","PORTAFOLIO",8,"CODEUDOR (CO)","CO"
"ENDFAM003","CO01END090CO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END090CO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END090HP","OPERACIÓN",1,"COEFICIENTE DE VARIACIÓN","co.com.experian.omnia.motorcrts.core.funciones.CoeficienteVariacion"
"ENDFAM003","CO01END090HP","ESTADO",2,"ABIERTA","Abierta"
"ENDFAM003","CO01END090HP","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM003","CO01END090HP","SALDO",4,"*","*"
"ENDFAM003","CO01END090HP","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END090HP","CUOTA",6,"*","*"
"ENDFAM003","CO01END090HP","CUPO",7,"*","*"
"ENDFAM003","CO01END090HP","PORTAFOLIO",8,"HIPOTECARIO (HP)","HP"
"ENDFAM003","CO01END090HP","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END090HP","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END090IN","OPERACIÓN",1,"COEFICIENTE DE VARIACIÓN","co.com.experian.omnia.motorcrts.core.funciones.CoeficienteVariacion"
"ENDFAM003","CO01END090IN","ESTADO",2,"ABIERTA","Abierta"
"ENDFAM003","CO01END090IN","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM003","CO01END090IN","SALDO",4,"*","*"
"ENDFAM003","CO01END090IN","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END090IN","CUOTA",6,"*","*"
"ENDFAM003","CO01END090IN","CUPO",7,"*","*"
"ENDFAM003","CO01END090IN","PORTAFOLIO",8,"INSTALAMENTOS (IN)","IN"
"ENDFAM003","CO01END090IN","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END090IN","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END090OT","OPERACIÓN",1,"COEFICIENTE DE VARIACIÓN","co.com.experian.omnia.motorcrts.core.funciones.CoeficienteVariacion"
"ENDFAM003","CO01END090OT","ESTADO",2,"ABIERTA","Abierta"
"ENDFAM003","CO01END090OT","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM003","CO01END090OT","SALDO",4,"*","*"
"ENDFAM003","CO01END090OT","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END090OT","CUOTA",6,"*","*"
"ENDFAM003","CO01END090OT","CUPO",7,"*","*"
"ENDFAM003","CO01END090OT","PORTAFOLIO",8,"OTROS (OT)","OT"
"ENDFAM003","CO01END090OT","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END090OT","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END090RO","OPERACIÓN",1,"COEFICIENTE DE VARIACIÓN","co.com.experian.omnia.motorcrts.core.funciones.CoeficienteVariacion"
"ENDFAM003","CO01END090RO","ESTADO",2,"ABIERTA","Abierta"
"ENDFAM003","CO01END090RO","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM003","CO01END090RO","SALDO",4,"*","*"
"ENDFAM003","CO01END090RO","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END090RO","CUOTA",6,"*","*"
"ENDFAM003","CO01END090RO","CUPO",7,"*","*"
"ENDFAM003","CO01END090RO","PORTAFOLIO",8,"ROTATIVO (RO)","RO"
"ENDFAM003","CO01END090RO","TIPO SUSCRIPTOR",9,"POBLACION","*"
"ENDFAM003","CO01END090RO","LISTA SUSCRIPTORES",10,"TODOS","*"
"ENDFAM003","CO01END090TC_NSCR","OPERACIÓN",1,"COEFICIENTE DE VARIACIÓN","co.com.experian.omnia.motorcrts.core.funciones.CoeficienteVariacion"
"ENDFAM003","CO01END090TC_NSCR","ESTADO",2,"ABIERTA","Abierta"
"ENDFAM003","CO01END090TC_NSCR","VENTANA",3,"EN LOS ULTIMOS 12 MESES","<=12"
"ENDFAM003","CO01END090TC_NSCR","SALDO",4,"*","*"
"ENDFAM003","CO01END090TC_NSCR","SALDO MORA",5,"*","*"
"ENDFAM003","CO01END090TC_NSCR","CUOTA",6,"*","*"
"ENDFAM003","CO01END090TC_NSCR","CUPO",7,"*","*"
"ENDFAM003","CO01END090TC_NSCR","PORTAFOLIO",8,"TARJETAS DE CREDITO","TC_NSCR"
